generating_model,attribution_method,image_id,judging_model,fill_strategy,occlusion_level,is_correct
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,65,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,70,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,75,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,80,1
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00015,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,30,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,35,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,40,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,45,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,50,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,55,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,60,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,65,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,70,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,75,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,80,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00016,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,30,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,35,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,40,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,45,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,50,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,55,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,60,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,65,1
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,70,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,75,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,80,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00017,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,30,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,35,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,40,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,45,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,50,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,55,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,60,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,65,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,70,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,75,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,80,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,85,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00018,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,65,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,70,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,75,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,80,1
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00018,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,30,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,35,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,40,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,45,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,50,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,55,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,60,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,65,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,70,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00019,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,65,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,70,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,75,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,80,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,85,1
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00019,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,30,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,35,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,40,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,45,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,50,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,55,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,60,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,65,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,70,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,75,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,80,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,85,1
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00020,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,5,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,10,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,15,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,20,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,25,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,30,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,35,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,40,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,45,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,50,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,55,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,60,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,5,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,10,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,15,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,20,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,25,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,30,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,35,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,40,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,45,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,50,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,55,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,60,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,65,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,70,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,75,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,80,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00021,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,30,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,35,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,40,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,45,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,50,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,55,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,60,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,45,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,50,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,55,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,60,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,65,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,70,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,75,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,80,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00022,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,5,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,10,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,15,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,20,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,25,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,30,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,35,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,40,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,45,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,50,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,55,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,60,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,5,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,10,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,15,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,20,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,25,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,30,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,35,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,40,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,45,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,50,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,55,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,60,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,65,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,70,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,75,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,80,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00023,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,30,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,35,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,40,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,45,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,50,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,55,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,60,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,65,1
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,70,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,75,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,80,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00024,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,15,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,20,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,25,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,30,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,35,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,40,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,45,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,50,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,55,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,60,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,65,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,70,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,90,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,gray,95,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,5,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,10,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,15,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,20,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,25,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,30,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,35,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,40,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,45,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,50,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,55,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,60,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,65,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,70,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,75,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,80,1
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,85,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,90,0
resnet50,integrated_gradients,image_00025,mobilenet_v2,blur,95,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,5,1
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,10,1
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,15,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,20,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,25,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,30,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,35,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,40,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,45,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,50,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,55,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,60,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,65,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,70,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,75,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,80,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,85,0
resnet50,integrated_gradients,image_00026,mobilenet_v2,gray,90,0
